,user_id,is_gone
0,4,0.0003301514544803891
1,6,0.0003301514544803891
2,10,0.0003301514544803891
3,12,0.07897904271052852
4,13,0.5667653385501954
5,15,0.29382932271780493
6,19,0.0003301514544803891
7,21,0.4484742105257878
8,23,0.0003301514544803891
9,35,0.22667779783665648
10,40,0.0003301514544803891
11,45,0.129565153348337
12,55,0.24976258045398764
13,58,0.41119279650658125
14,62,0.11071928071448872
15,72,0.0003301514544803891
16,74,0.24715473973383925
17,81,0.13844118585574156
18,84,0.005052778550482437
19,92,0.0003301514544803891
20,93,0.0003301514544803891
21,98,0.0003301514544803891
22,102,0.783340671077968
23,105,0.1132495960228633
24,107,0.0003301514544803891
25,112,0.126138462551421
26,113,0.28792197995805696
27,119,0.4011154493372092
28,124,0.4379429552739067
29,140,0.47134418483868223
30,141,0.08738213582949753
31,143,0.0003301514544803891
32,150,0.1270647284250469
33,159,0.0003301514544803891
34,162,0.12780918043614178
35,164,0.10755784351104913
36,165,0.0003301514544803891
37,167,0.11843751499337338
38,174,0.0003301514544803891
39,177,0.29779412507758773
40,180,0.0003301514544803891
41,185,0.0003301514544803891
42,186,0.6707856891040626
43,195,0.4362612439596762
44,198,0.4503318888316079
45,200,0.42449604662096246
46,204,0.4636335973824445
47,205,0.0003301514544803891
48,207,0.43437277099701627
49,208,0.8277617478414249
50,212,0.12815639552469746
51,213,0.0003301514544803891
52,217,0.0003301514544803891
53,218,0.0003914372300518789
54,234,0.0003301514544803891
55,235,0.15431094168815873
56,236,0.0003301514544803891
57,237,0.0003301514544803891
58,242,0.07529374065600097
59,248,0.5357112720955063
60,253,0.3840830169575839
61,260,0.12163431463522092
62,261,0.2580171006633714
63,269,0.0003301514544803891
64,271,0.14834104728250397
65,273,0.0003301514544803891
66,276,0.0002894276568505141
67,283,0.0003301514544803891
68,289,0.0003301514544803891
69,298,0.1538510733283429
70,303,0.4088098658612314
71,306,0.0003301514544803891
72,308,0.0003301514544803891
73,317,0.0003301514544803891
74,318,0.0003301514544803891
75,319,0.0003301514544803891
76,320,0.0003301514544803891
77,324,0.1267211182639372
78,328,0.10865703711039805
79,331,0.1054211212670427
80,335,0.08633871855254321
81,341,0.3455411578873708
82,346,0.0003301514544803891
83,348,0.0003301514544803891
84,349,0.00485833950712253
85,351,0.0003301514544803891
86,355,0.06585672410995706
87,363,0.21860827929801704
88,366,0.0003301514544803891
89,367,0.07242440448190517
90,373,0.10571059371530458
91,375,0.0003301514544803891
92,382,0.0003301514544803891
93,388,0.0003301514544803891
94,389,0.0003301514544803891
95,391,0.4954460805749852
96,400,0.0003301514544803891
97,406,0.0003301514544803891
98,409,0.5866916175201795
99,411,0.13050330397784254
100,414,0.005052778550482437
101,417,0.05374223891259822
102,419,0.0003301514544803891
103,421,0.0007568762375066419
104,423,0.0003301514544803891
105,424,0.12519698553815933
106,425,0.0003301514544803891
107,430,0.4366632569168396
108,448,0.04522096412854762
109,460,0.12780918043614178
110,462,0.0003301514544803891
111,465,0.13422754844434967
112,467,0.5126573386471512
113,474,0.4156169660740099
114,476,0.0003301514544803891
115,483,0.0003301514544803891
116,485,0.0003301514544803891
117,486,0.3599258202375403
118,487,0.0003301514544803891
119,498,0.47826876856482253
120,503,0.0003301514544803891
121,504,0.0003301514544803891
122,511,0.0003301514544803891
123,516,0.0003301514544803891
124,522,0.0007568762375066419
125,530,0.5313091031727336
126,534,0.0003914372300518789
127,543,0.0003301514544803891
128,554,0.0003301514544803891
129,557,0.1054211212670427
130,561,0.2857787096654174
131,565,0.44621415089003724
132,567,0.12863376657432993
133,570,0.08676748667454591
134,574,0.12924445769690204
135,575,0.002556064254036574
136,578,0.3690143356776528
137,579,0.0003301514544803891
